Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
other,$419.20 ,other,,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$359.80 ,other,"10/100 LAN Card, Webcam integrated, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,3,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,256,gb,14,,gb
auo,$92.56 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$130.40 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lg,$90.60 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
hp,$37.80 ,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel centrino,,unknown,other,,,unknown,unknown,,unknown,,unknown,15.4,,unknown
other,$411.50 ,black,,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,nvidia,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,$320.80 ,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,gb
other,$294.80 ,other,,Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
hp,$120.00 ,silver,"Bluetooth, Built-in Webcam, Force Touch Trackpad",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n,1.1,GHz,notebook/laptop,1366,768,chrome,emmc,0,gb,4,gb,14,4,gb
hp,$145.00 ,other,Backlit Keyboard,Undefined,Undefined,undefined,intel,intel celeron n,1.1,GHz,notebook/laptop,1920,1080,chrome,emmc,0,gb,64,gb,14,8,gb
dell,$425.00 ,green,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 12th generation,4.7,GHz,notebook/laptop,3072,1920,windows,ssd,1,tb,1,tb,16,40,gb
hp,$290.00 ,gray,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","refurbished; tested and certified by qualified techs to be in very good condition. laptop may have oem or after market power adapter and battery, which is guaranteed to have 80% to excellent charging health. order is shipped in generic brown box packaging ready for use out of the box. laptop may have normal l wear & tear that can be expected in this category. light scratches, keyboard and touchpad normal signs of usage. laptop is professionally, securely packed and ships with one day handling time.",intel,intel core i7 4th generation,3.2,GHz,notebook/laptop,1366,768,windows,hdd/ssd,500,gb,,tb,15.6,8,gb
hp,$573.00 ,silver,"Touchscreen, Bluetooth, Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 10th generation,1.3,GHz,notebook/laptop,1920,1080,windows,ssd,500,gb,256,gb,15.6,12,gb
asus,$29.98 ,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,undefined,,unknown,notebook/laptop,,,unknown,unknown,,unknown,,unknown,,,unknown
microsoft,$485.00 ,silver,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","includes: surface laptop w/ ac adapter & battery. system has been loaded with a fresh install of windows 11 pro. these items have been tested, and are guaranteed to be in good working condition. outer case may show some minor scratches/scuffs from normal use.",intel,intel core i7 11th generation,3,GHz,notebook/laptop,2256,1504,windows,ssd,0,gb,512,gb,13.5,16,gb
other,$287.50 ,other,,Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","grade b : produit d’occasion testé et fonctionnel, vendu avec licence et installation. bon état esthétique avec de très légers défauts de plasturgie (rayures sur coque supérieure à 5cm) et/ou de dalle (très petites tâches écrans).",other,undefined,,unknown,notebook/laptop,,,unknown,unknown,,unknown,,unknown,,,unknown
